feature,coef,abs_coef,importance_normalized
guide_mfe_kcal,-0.3533197630112447,0.3533197630112447,0.5496100479498894
delta_tm_C,-0.15315259647994847,0.15315259647994847,0.23823803451468872
rp_tm_C,-0.04869871768306174,0.04869871768306174,0.0757537714074428
fp_self_dimer_pct,-0.033990480034880644,0.033990480034880644,0.052874227024815354
rp_self_dimer_pct,0.03276000417969229,0.03276000417969229,0.05096014815187745
fp_rp_cross_dimer_pct,0.020933794566124625,0.020933794566124625,0.03256377095128619
fp_tm_C,0.0,0.0,0.0
